sotagliflozin	"Sotagliflozin is a dual inhibitor of sodium glucose cotransporter type 1 (SGLT1) and SGLT2. Local intestinal inhibition of SGLT1, the major transporter for glucose absorption, delays and reduces glucose absorption in the proximal intestine, resulting in a blunting and delay of postprandial hyperglycaemia. SGLT2 is the predominant transporter responsible for reabsorption of glucose from the glomerular filtrate back into the circulation. By inhibiting SGLT2, sotagliflozin reduces renal reabsorption of filtered glucose and lowers the renal threshold for glucose, and thereby increases urinary glucose excretion"
"isosorbide dinitrate"	"A vasodilator used in the treatment of ANGINA PECTORIS. Its actions are similar to NITROGLYCERIN but with a slower onset of action."
clobazam	"A benzodiazepine derivative that is a long-acting GABA-A RECEPTOR agonist. It is used as an antiepileptic in the treatment of SEIZURES, including seizures associated with LENNOX-GASTAUT SYNDROME.  It is also used as an anxiolytic, for the short-term treatment of acute ANXIETY."
tilidine	"An opioid analgesic used similarly to MORPHINE in the control of moderate to severe pain. (From Martindale, The Extra Pharmacopoeia, 30th ed, p1097)"
losartan	"An antagonist of ANGIOTENSIN TYPE 1 RECEPTOR with antihypertensive activity due to the reduced pressor effect of ANGIOTENSIN II."
elexacaftor	"Elexacaftor and tezacaftor bind to different sites on the CFTR protein and have an additive effect in facilitating the cellular processing and trafficking of F508del-CFTR to increase the amount of CFTR protein delivered to the cell surface compared to either molecule alone. Ivacaftor potentiates the channel open probability (or gating) of the CFTR protein at the cell surface. The combined effect of elexacaftor, tezacaftor and ivacaftor is increased quantity and function of F508del-CFTR at the cell surface, resulting in increased CFTR activity as measured by CFTR mediated chloride transport."
ebrotidine	"an H2-receptor antagonist and gastric mucosa protector"
tirofiban	"a reversible antagonist of fibrinogen binding to the GP IIb/IIIa receptor, the major platelet surface receptor involved in platelet aggregation, when administered intravenously inhibits ex vivo platelet aggregation in a dose- and concentration-dependent manner"
pilocarpine	"A slowly hydrolyzed muscarinic agonist with no nicotinic effects. Pilocarpine is used as a miotic and in the treatment of glaucoma."
hydromorphone	"An opioid analgesic made from MORPHINE and used mainly as an analgesic. It has a shorter duration of action than morphine."
pentobarbital	"A short-acting barbiturate that is effective as a sedative and hypnotic (but not as an anti-anxiety) agent and is usually given orally. It is prescribed more frequently for sleep induction than for sedation but, like similar agents, may lose its effectiveness by the second week of continued administration. (From AMA Drug Evaluations Annual, 1994, p236)"
donepezil	"An indan and piperidine derivative that acts as a selective and reversible inhibitor of ACETYLCHOLINESTERASE. Donepezil is highly selective for the central nervous system and is used in the management of mild to moderate DEMENTIA in ALZHEIMER DISEASE."
lobeglitazone	"putative antidiabetic agent for type 2 diabetes"
dexetimide	"A muscarinic antagonist that has been used to treat neuroleptic-induced parkinsonism. Benzetimide is the (-)-enantimorph of dexetimide."
histamine	"An amine derived by enzymatic decarboxylation of HISTIDINE. It is a powerful stimulant of gastric secretion, a constrictor of bronchial smooth muscle, a vasodilator, and also a centrally acting neurotransmitter."
diazepam	"A benzodiazepine with anticonvulsant, anxiolytic, sedative, muscle relaxant, and amnesic properties and a long duration of action. Its actions are mediated by enhancement of GAMMA-AMINOBUTYRIC ACID activity."
dinoprost	"A naturally occurring prostaglandin that has oxytocic, luteolytic, and abortifacient activities. Due to its vasocontractile properties, the compound has a variety of other biological actions."
desflurane	"A fluorinated ether that is used as a volatile anesthetic for maintenance of general anesthesia."
atosiban	"Atosiban is a synthetic peptide which is a competitive antagonist of human oxytocin at receptor level. In human pre-term labour, atosiban at the recommended dosage antagonises uterine contractions and induces uterine quiescence."
levosalbutamol	"The R-isomer of albuterol."
tafamidis	"may be effective in treating transthyretin amyloid polyneuropathy"
tofacitinib	"Tofacitinib is a Janus kinase (JAK) inhibitor. JAKs are intracellular enzymes which transmit signals arising from cytokine or growth factor-receptor interactions on the cellular membrane to influence cellular processes of hematopoiesis and immune cell function. Within the signaling pathway, JAKs phosphorylate and activate Signal Transducers and Activators of Transcription (STATs) which modulate intracellular activity including gene expression. Tofacitinib modulates the signaling pathway at the point of JAKs, preventing the phosphorylation and activation of STATs."
dipyridamole	"A phosphodiesterase inhibitor that blocks uptake and metabolism of adenosine by erythrocytes and vascular endothelial cells. Dipyridamole also potentiates the antiaggregating action of prostacyclin. (From AMA Drug Evaluations Annual, 1994, p752)"
romidepsin	"a bicyclic depsipeptide and a potent histone deacetylase inhibitor from Chromobacterium violaceum"
nilotinib	"Nilotinib is an inhibitor of the BCR-ABL kinase. Nilotinib binds to and stabilizes the inactive conformation of the kinase domain of ABL protein. In vitro, nilotinib inhibited BCR-ABL mediated proliferation of murine leukemic cell lines and human cell lines derived from patients with Ph+ CML. Under the conditions of the assays, nilotinib was able to overcome imatinib resistance resulting from BCR-ABL kinase mutations, in 32 out of 33 mutations tested. In vivo, nilotinib reduced the tumor size in a murine BCR-ABL xenograft model."
dezocine	"potent analgesic; RN given refers to ((5R-(5alpha,11alpha,13S*)))-isomer (dezocin); structure"
allopurinol	"A XANTHINE OXIDASE inhibitor that decreases URIC ACID production. It also acts as an antimetabolite on some simpler organisms."
obiltoxaximab	"A monoclonal antibody that neutralizes toxins produced by BACILLUS ANTHRACIS. It is used to treat inhalational ANTHRAX."
degarelix	"FE-200486 is the acetate salt"
testosterone	"A potent androgenic steroid and major product secreted by the LEYDIG CELLS of the TESTIS. Its production is stimulated by LUTEINIZING HORMONE from the PITUITARY GLAND. In turn, testosterone exerts feedback control of the pituitary LH and FSH secretion. Depending on the tissues, testosterone can be further converted to DIHYDROTESTOSTERONE or ESTRADIOL."
epinastine	"direct H1-receptor antagonist and an inhibitor of the release of histamine from the mast cell, indicated for the prevention of itching associated with allergic conjunctivitis"
zolmitriptan	"an antimigraine compound; a serotonin (5HT)-1D receptor agonist"
remoxipride	"An antipsychotic agent that is specific for dopamine D2 receptors. It has been shown to be effective in the treatment of schizophrenia."
methsuximide	"anticonvulsant effective in petit mal & psychomotor epilepsy; has a number of unpleasant & toxic side effects; minor descriptor (75-86); on-line & INDEX MEDICUS search SUCCINIMIDES (75-86); RN given refers to parent cpd without isomeric designation"
aprepitant	"Aprepitant is a selective high-affinity antagonist of human substance P/neurokinin 1 (NK1) receptors. Aprepitant has little or no affinity for serotonin (5-HT3), dopamine, and corticosteroid receptors, the targets of existing therapies for chemotherapy-induced nausea and vomiting (CINV). Aprepitant has been shown in animal models to inhibit emesis induced by cytotoxic chemotherapeutic agents, such as cisplatin, via central actions."
chlorpromazine	"The prototypical phenothiazine antipsychotic drug. Like the other drugs in this class chlorpromazine's antipsychotic actions are thought to be due to long-term adaptation by the brain to blocking DOPAMINE RECEPTORS. Chlorpromazine has several other actions and therapeutic uses, including as an antiemetic and in the treatment of intractable hiccup."
luspatercept	"Luspatercept-aamt is a receptor fusion protein consisting of a modified extracellular domain of the human activin receptor type IIB linked to a human IgG1 Fc domain with a calculated molecular mass of approximately 76 kD. Luspatercept is produced in Chinese hamster ovary cells by recombinant DNA technology. It binds several endogenous TGF-beta superfamily ligands, thereby diminishing Smad2/3 signaling. Luspatercept-aamt promoted erythroid maturation through differentiation of late-stage erythroid precursors (normoblasts) in mice. In a model of beta-thalassemia, luspatercept-aamt decreased abnormally elevated Smad2/3 signaling and improved hematology parameters associated with ineffective erythropoiesis in mice."
oxiconazole	An oxime O-ether that is the 2,4-dichlorobenzyl ether of the oxime obtained by formal condensation of hydroxylamine with the carbonyl group of acetopnenone in which the phenyl group is substituted by chlorines at positions 2 and 4, and in which one of the hydrogens of the methyl group is replaced by a 1H-imidazol-1-yl group. An antifungal agent, it is used (generally as the nitrate salt) in creams and powders for the topical treatment of fungal skin infections.
tenapanor	"IBSRELA (tenapanor) tablets contain tenapanor hydrochloride as an active ingredient. Tenapanor hydrochloride is a sodium/hydrogen exchanger 3 (NHE3) inhibitor for oral use, an antiporter expressed on the apical surface of the small intestine and colon primarily responsible for the absorption of dietary sodium. In vitro and animal studies indicate its major metabolite, M1, is not active against NHE3. By inhibiting NHE3 on the apical surface of the enterocytes, tenapanor reduces absorption of sodium from the small intestine and colon, resulting in an increase in water secretion into the intestinal lumen, which accelerates intestinal transit time and results in a softer stool consistency."
cinalukast	2,2-Diethylsuccinanilic acid substituted at a meta- position by an (E)-2-(4-cyclobutyl-1,3-thiazol-2-yl)ethenyl group. It selectively antagonizes leukotriene D4 at the cysteinyl leukotriene receptor, in the human airway, preventing airway edema, smooth muscle contraction, and enhanced secretion of thick, viscous mucus. It is used in the treatment of asthma.
miglitol	"Miglitol is a desoxynojirimycin derivative that delays the digestion of ingested carbohydrates, thereby resulting in a smaller rise in blood glucose concentration following meals. As a consequence of plasma glucose reduction, miglitol reduce levels of glycosylated hemoglobin in patients with Type II (non-insulin-dependent) diabetes mellitus."
fluprednisolone	"A synthetic glucocorticoid with anti-inflammatory properties."
"epoetin alfa"	"Glycoprotein hormone, secreted chiefly by the KIDNEY in the adult and the LIVER in the FETUS, that acts on erythroid stem cells of the BONE MARROW to stimulate proliferation and differentiation."
triamterene	"A pteridinetriamine compound that inhibits SODIUM reabsorption through SODIUM CHANNELS in renal EPITHELIAL CELLS."
